AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
11805,30356,Indali Manne,55,M,A1
11806,32014,Jagrati Kumer,45,F,A1
11807,9082,Ethan Bains,32,F,A1
11808,23155,Lila Oommen,24,F,A1
11809,25839,Girish Shroff,30,M,A1
11810,25839,Gabriel Sundaram,46,F,A2
11811,22550,Aarush Goswami,53,M,A1
11812,22550,Aryan Nadig,55,M,A2
11813,28947,Wridesh Sem,29,M,A1
11814,6310,Avni Saran,53,M,A1
11815,29539,Advay Atwal,48,M,A1
11816,16720,Anita Chakraborty,28,F,A1
11817,16720,Raagini Purohit,25,F,A2
11818,23481,Baljiwan Sidhu,36,F,A1
11819,23481,Vidhi Swamy,36,F,A2
11820,17919,Patrick Raghavan,18,F,A1
11821,14293,Vasatika Badal,42,M,A1
11822,10258,Damini Sangha,18,M,A1
11823,10258,Vaishnavi Cheema,35,M,A2
11824,19301,Tanveer Dutta,47,M,A1
11825,3374,Hredhaan Shah,27,M,A1
11826,34478,Sai Balasubramanian,28,F,A1
11827,15918,Sai Mishra,23,F,A1
11828,15918,Aarnav Mangat,47,F,A2
11829,20106,Suhani Bawa,28,F,A1
11830,39165,Vivaan Arora,47,M,A1
11831,39165,Hardik Jain,57,M,A2
11832,21901,Alexander Master,59,M,A1
11833,38340,Warinder Mammen,45,F,A1
11834,36626,Qasim Kar,51,M,A1
11835,18251,Isaac Patla,37,M,A1
11836,18251,Bahadurjit Reddy,22,F,A2
11837,28904,Vrishti Shukla,36,M,A1
11838,28904,Keya Bhasin,35,M,A2
11839,23439,Yauvani Pillay,41,F,A1
11840,14340,Ekantika Srinivas,57,M,A1
11841,34979,Brinda Aurora,45,M,A1
11842,5323,Indali Thakkar,32,F,A1
11843,37987,Atharv Shanker,38,M,A1
11844,37987,Eesha Nayar,23,M,A2
11845,11221,Upasna Sarna,34,M,A1
11846,39679,Damini Hans,17,M,A1
11847,30045,Omkaar Dugar,27,F,A1
11848,30045,Oscar Pradhan,56,F,A2
11849,1609,Bhavika Chakraborty,35,F,A1
11850,36469,Gavin Ramakrishnan,34,F,A1
11851,6245,Ikshita Sandal,50,M,A1
11852,28662,Jyoti Mitter,60,M,A1
11853,24422,Jalsa Sant,18,M,A1
11854,17201,Nakul Mahal,57,M,A1
11855,17201,Triveni Vig,53,M,A2
11856,17631,Nandini Goyal,45,F,A1
11857,17631,Bhavani Bandi,49,F,A2
11858,9138,Harrison Ganesan,28,M,A1
11859,30543,Vanya Din,56,M,A1
11860,30543,Sudiksha Dara,47,F,A2
11861,30504,Ekani Aurora,56,F,A1
11862,15841,Ubika Sankar,53,M,A1
11863,26071,Warinder Tak,36,M,A1
11864,26071,Yamini Kurian,41,F,A2
11865,19876,Luke Toor,51,F,A1
11866,19876,Samuel Sathe,20,F,A2
11867,36649,Harrison Mani,27,M,A1
11868,15378,Radhika Parekh,48,M,A1
11869,34486,Aachal Kohli,50,M,A1
11870,39779,Januja Brar,33,F,A1
11871,32985,Bishakha Nayak,38,F,A1
11872,32985,Adya Nigam,19,F,A2
11873,30642,Saanvi Deshpande,35,F,A1
11874,14616,Lekha Sarin,57,F,A1
11875,38066,Azad Mahal,32,F,A1
11876,38066,Omisha Oak,25,F,A2
11877,30223,Turvi Contractor,28,M,A1
11878,35042,Eta Subramanian,22,F,A1
11879,35042,Advika Pai,48,F,A2
11880,39138,William Bava,38,F,A1
11881,39138,Netra Chacko,45,M,A2
11882,20911,Michael Morar,43,M,A1
11883,15716,Mitesh Mannan,60,F,A1
11884,9485,Manan Dhawan,60,F,A1
11885,9704,Champak Tailor,35,M,A1
11886,9704,Yagnesh Naidu,58,F,A2
11887,8403,Nidhi Raj,45,F,A1
11888,8403,Henry Sibal,52,M,A2
11889,28173,Girish Gandhi,57,M,A1
11890,1328,Pushti Kothari,22,M,A1
11891,28551,Jagvi Chaudhuri,39,M,A1
11892,28551,Zinal Vaidya,28,M,A2
11893,6838,Saumya Narang,23,F,A1
11894,39388,Abhimanyu Krishna,51,F,A1
11895,39388,Ekbal Gokhale,59,M,A2
11896,7723,Oscar Amble,41,F,A1
11897,16615,Bakhshi Kumar,41,M,A1
11898,15862,Meera Kaur,60,F,A1
11899,13080,Aishani Gulati,32,M,A1
11900,13080,Kala Reddy,25,F,A2
11901,14309,Parth Ratta,48,M,A1
11902,25115,Jeremiah Chhabra,47,M,A1
11903,25115,Shravya Minhas,48,M,A2
11904,12640,Chaitaly Sane,26,F,A1
11905,1603,Bhavika Chakraborty,35,F,A1
11906,16198,Anjali Oommen,52,F,A1
11907,17155,Netra Bhardwaj,30,M,A1
11908,10453,Arjun Balakrishnan,36,F,A1
11909,7120,Ekansh Borah,26,F,A1
11910,2930,Nisha Chakraborty,43,F,A1
11911,22531,Vrishti Ghosh,50,F,A1
11912,34818,Nandini Shankar,43,M,A1
11913,25973,Mekhala Sha,16,M,A1
11914,8152,Bimala Oak,37,M,A1
11915,8152,Devika Chaudhry,29,F,A2
11916,24659,Bhanumati Patla,25,F,A1
11917,24659,Yutika Mann,44,M,A2
11918,2966,Joshua Kaur,33,M,A1
11919,18914,Hardik Sarraf,37,M,A1
11920,28921,George Swaminathan,25,M,A1
11921,1334,Pushti Kothari,22,M,A1
11922,11545,Faris Memon,45,M,A1
11923,36820,Megha Bose,58,F,A1
11924,36820,Ayush Tiwari,55,F,A2
11925,2273,Eta Varughese,39,F,A1
11926,33742,Ijaya Rai,48,M,A1
11927,33742,Vasana Sibal,24,M,A2
11928,32697,Bahadurjit Mallick,21,M,A1
11929,32697,Patrick Dutt,32,F,A2
11930,16458,Yatin Chawla,51,F,A1
11931,16458,Owen Shan,42,F,A2
11932,174,Advay Kaul,26,M,A1
11933,15185,Mugdha Khatri,48,M,A1
11934,15185,Harish Shenoy,38,M,A2
11935,6186,Widisha Misra,30,F,A1
11936,32570,Ayush Dass,17,F,A1
11937,10537,Ekaraj Baral,24,F,A1
11938,10537,Ranbir Saini,22,M,A2
11939,28843,Teerth Bir,22,F,A1
11940,28843,Ekaraj Chawla,21,M,A2
11941,17721,Chatura Patla,59,M,A1
11942,14232,Ekaraj Balakrishnan,36,M,A1
11943,20858,Udyati Doshi,40,F,A1
11944,20858,Chaitaly Raju,58,M,A2
11945,29048,Imaran Bali,50,F,A1
11946,11330,Jason Magar,54,M,A1
11947,11330,Eiravati Raju,47,M,A2
11948,30727,Advay Soman,35,F,A1
11949,30727,Gaurangi Halder,20,M,A2
11950,35683,Yatan Gala,23,M,A1
11951,12963,Yash Dani,51,M,A1
11952,12963,Pushti Kadakia,19,F,A2
11953,35200,Falak Batra,43,F,A1
11954,35200,Chameli Baria,37,F,A2
11955,31168,Onkar Prabhakar,23,M,A1
11956,31168,Qabil Sur,20,M,A2
11957,37918,Rishi Puri,41,F,A1
11958,37918,Chakrika Raman,54,F,A2
11959,13599,Suhani Dixit,30,F,A1
11960,24915,Bhavika Kulkarni,19,F,A1
11961,24915,Jonathan Natt,17,F,A2
11962,38609,Agastya Chander,25,M,A1
11963,32151,Teerth Patel,19,M,A1
11964,32151,Anthony Saini,54,F,A2
11965,18424,Jatin Jayaraman,26,F,A1
11966,36364,Nathan Khanna,58,M,A1
11967,28458,Chavvi Lala,25,M,A1
11968,28458,Arya Zachariah,22,M,A2
11969,20479,Anita Badami,35,F,A1
11970,23193,Megha Nayak,51,F,A1
11971,23193,Hredhaan Natt,60,F,A2
11972,38666,Praneel Mangal,54,M,A1
11973,38666,Dev Krishna,28,F,A2
11974,18583,Bina Bose,44,M,A1
11975,18491,Ishwar Bassi,28,F,A1
11976,17508,Qarin Lata,55,M,A1
11977,38706,Falan Sundaram,49,M,A1
11978,38706,Deepa Naidu,30,M,A2
11979,39353,Owen Dubey,57,F,A1
11980,39353,Gauri Gola,30,F,A2
11981,17889,Varsha Banik,60,F,A1
11982,17889,Nisha Buch,39,F,A2
11983,21209,Upkaar Rao,58,F,A1
11984,21209,Triveni Nagi,30,F,A2
11985,15850,Jalsa Dewan,56,M,A1
11986,541,Arya Pradhan,43,F,A1
11987,7147,Lopa Golla,49,F,A1
11988,7147,Hema Ganguly,50,F,A2
11989,19444,Noah Nazareth,37,F,A1
11990,19444,Varenya Warrior,22,M,A2
11991,11502,Faqid Loyal,51,F,A1
11992,25881,Gabriel Lanka,46,M,A1
11993,25694,Logan Dalal,45,M,A1
11994,25694,Jhalak Palla,26,M,A2
11995,29556,Robert Golla,33,F,A1
11996,32118,Charan Acharya,54,M,A1
11997,32118,Netra Wable,42,M,A2
11998,33715,Udant Ganesh,29,M,A1
11999,5311,Unni Bhatti,55,F,A1
12000,12182,Ronith Seth,44,M,A1
12001,16768,Advik Nayar,41,F,A1
12002,8601,Qushi Anand,30,M,A1
12003,33938,Kala Shere,50,F,A1
12004,18470,Faras Chanda,20,F,A1
12005,18470,Frado Banerjee,56,M,A2
12006,12396,Frederick Rai,21,F,A1
12007,1614,Bhavika Chakraborty,35,F,A1
12008,11480,Vyanjana Tak,38,F,A1
12009,11480,Ekapad Kapadia,25,M,A2
12010,9287,Girik Kamdar,28,M,A1
12011,9287,Zansi Bahri,46,M,A2
12012,39103,Yamini Patil,35,M,A1
12013,39103,Alexander Radhakrishnan,55,F,A2
12014,7882,Zarna Prasad,27,F,A1
12015,7882,Balhaar Nazareth,52,M,A2
12016,17557,Yuvraj Kar,53,M,A1
12017,12232,Darsh Raj,16,F,A1
12018,3485,Baljiwan Bhatti,21,M,A1
12019,31269,Hemangini Chowdhury,53,F,A1
12020,328,Nicholas Samra,31,M,A1
12021,6285,Amruta Doshi,18,F,A1
12022,6285,Ekaja Nagar,33,F,A2
12023,1332,Pushti Kothari,22,M,A1
12024,4070,Qasim Hayre,45,F,A1
12025,28840,Ishwar Sarma,45,M,A1
12026,28840,Gabriel Singhal,57,M,A2
12027,29288,Mitali Hora,30,F,A1
12028,29288,Panini Vohra,35,F,A2
12029,1794,Anjali Mital,21,F,A1
12030,7852,Kai Deep,45,M,A1
12031,7852,Zashil Chad,26,M,A2
12032,24063,Owen Grewal,48,M,A1
12033,38389,Brinda Mani,57,M,A1
12034,38389,Gunbir Keer,57,M,A2
12035,19646,Zayan More,23,F,A1
12036,19646,Anya Oza,20,F,A2
12037,37266,Guneet Nagy,44,F,A1
12038,37266,Yochana Naik,25,F,A2
12039,18258,Maanav Chandra,28,F,A1
12040,20485,Bishakha Ramanathan,51,M,A1
12041,12508,Vinaya Sinha,38,F,A1
12042,13594,Suhani Dube,57,M,A1
12043,13594,Yahvi Kumer,22,M,A2
12044,24221,Amaira Garg,40,F,A1
12045,27193,Warda Nigam,43,F,A1
12046,27193,Jyoti Rai,59,M,A2
12047,38726,Edhitha Mangat,20,M,A1
12048,28046,Yutika Bhardwaj,50,M,A1
12049,28046,Saksham Muni,36,F,A2
12050,29629,Chameli Choudhury,25,M,A1
12051,29629,Mohini Bail,30,M,A2
12052,11791,Teerth Ray,40,M,A1
12053,11791,Wishi Oommen,42,M,A2
12054,1358,Advay Devi,38,F,A1
12055,20547,Chandresh Varughese,23,M,A1
12056,21946,Simon Dora,35,F,A1
12057,21946,Aishani Kota,37,M,A2
12058,1330,Pushti Kothari,22,M,A1
12059,25491,Harrison Srivastava,26,F,A1
12060,25491,Radha Wali,33,M,A2
12061,12766,Chanchal Vasa,56,F,A1
12062,12766,Logan Behl,51,M,A2
12063,28033,Andrew Munshi,28,F,A1
12064,28033,Avi Arya,17,F,A2
12065,31618,Yatan Pathak,28,M,A1
12066,31618,Samaksh Merchant,50,M,A2
12067,14730,Divya Keer,58,F,A1
12068,11969,Meera Bath,29,F,A1
12069,16481,Hredhaan Sen,24,F,A1
12070,16481,Shravya Joshi,36,M,A2
12071,34356,Anthony Chauhan,50,M,A1
12072,34356,Aryan Sundaram,58,F,A2
12073,37726,Triya Chacko,40,M,A1
12074,37726,Yachana Thakkar,43,F,A2
12075,28588,Abhimanyu Lata,22,F,A1
12076,37621,Ria Taneja,30,M,A1
12077,37621,Baljiwan Bhasin,27,F,A2
12078,30198,Rushil Pai,19,M,A1
12079,30198,Jagvi Goswami,32,M,A2
12080,19863,Falak Nagy,31,F,A1
12081,19863,Priya Mallick,50,F,A2
12082,1593,Bhavika Chakraborty,35,F,A1
12083,30851,Kavya Guha,43,M,A1
12084,30851,Chakrika Dass,46,M,A2
12085,32139,Lakshmi Dube,39,F,A1
12086,32139,Ekani De,27,F,A2
12087,31571,Veda Bakshi,33,F,A1
12088,39426,Faqid Gola,52,M,A1
12089,10491,Jacob Talwar,46,F,A1
12090,28821,Orinder Bandi,19,M,A1
12091,28821,Zaitra Chatterjee,27,M,A2
12092,6566,Lakshit Batta,28,F,A1
12093,6566,Mitali Date,32,F,A2
12094,26795,Osha Devi,58,F,A1
12095,26795,Qushi Ganesan,37,F,A2
12096,1681,Mohammed Tank,25,F,A1
12097,7274,Bahadurjit Mammen,47,M,A1
12098,28467,Bhavna Gade,30,M,A1
12099,28467,William Kamdar,41,M,A2
12100,13529,Oliver Ratta,47,F,A1
12101,38671,Samuel Singhal,36,F,A1
12102,38671,Abhiram Sami,30,F,A2
12103,18431,Zaid Palla,19,F,A1
12104,17021,Nihal Warrior,16,M,A1
12105,6195,Krisha Yogi,29,M,A1
12106,6195,Bimala Barman,16,M,A2
12107,39583,Wazir Dash,31,F,A1
12108,39583,Abdul Varty,37,F,A2
12109,33671,Nirja Mitter,26,F,A1
12110,33671,Qabil Som,28,M,A2
12111,1599,Bhavika Chakraborty,35,F,A1
12112,4940,Adya Krishnan,24,M,A1
12113,26314,Harsh Parekh,43,F,A1
12114,14760,Jalsa Seshadri,19,F,A1
12115,39372,Ekani Dhar,24,F,A1
12116,39054,Imaran Nazareth,32,M,A1
12117,25086,Ekaraj Golla,53,M,A1
12118,12821,Siya Trivedi,54,F,A1
12119,12821,Vyanjana Sawhney,28,F,A2
12120,37998,Utkarsh Minhas,46,M,A1
12121,7675,Jagrati Narasimhan,16,M,A1
12122,16573,Vihaan Nair,21,F,A1
12123,33409,Vincent Nair,48,M,A1
12124,36452,Aachal Bajaj,21,M,A1
12125,16630,Indrajit Chopra,45,M,A1
12126,32102,Nidhi Wable,34,M,A1
12127,32102,Zashil Panchal,23,F,A2
12128,9420,Triveni Brahmbhatt,45,F,A1
12129,19859,Yash Nayak,18,M,A1
12130,26091,Shivani De,50,F,A1
12131,26091,Ekavir Kala,36,M,A2
12132,27932,Udyati Kanda,54,M,A1
12133,27932,Amrita Savant,60,M,A2
12134,30780,Yashasvi Das,20,F,A1
12135,30780,Ganga Sangha,28,M,A2
12136,7179,Pallavi Ghosh,31,F,A1
12137,7179,Pratyush Pant,60,M,A2
12138,31180,Libni Barman,46,F,A1
12139,31180,Hema Thaker,45,M,A2
12140,10439,Omisha Mitter,28,M,A1
12141,17521,Tamanna Sanghvi,44,F,A1
12142,17521,Jasmit Yadav,55,M,A2
12143,13953,Tejas Ben,56,M,A1
12144,20037,Zansi Dixit,17,F,A1
12145,19403,Abhimanyu Gulati,60,F,A1
12146,1607,Bhavika Chakraborty,35,F,A1
12147,3488,Baljiwan Bhatti,21,M,A1
12148,39995,Jagrati Agrawal,53,M,A1
12149,10638,Kashvi Gulati,24,M,A1
12150,10638,Rohan Mutti,29,M,A2
12151,1591,Bhavika Chakraborty,35,F,A1
12152,11986,Idika Varghese,25,M,A1
12153,30671,Bishakha Peri,46,M,A1
12154,30671,Chandani Bhasin,20,F,A2
12155,31290,Darsh Dugar,22,M,A1
12156,31290,Chasmum Sen,49,M,A2
12157,28529,Vrinda Parmer,40,M,A1
12158,29168,Advik Shere,47,F,A1
12159,29168,Gaurika Karpe,21,M,A2
12160,9868,Yatin Seth,60,F,A1
12161,15272,Ekapad Mandal,41,M,A1
12162,2967,Joshua Kaur,33,M,A1
12163,34285,Shivansh Apte,51,M,A1
12164,34285,Ekaraj Gour,37,F,A2
12165,39259,Sudiksha Sridhar,45,F,A1
12166,39259,Chameli Prakash,18,M,A2
12167,9816,Kai Deep,46,M,A1
12168,29748,Hemal Tiwari,43,M,A1
12169,12643,Zaid Andra,21,M,A1
12170,38770,Ganga Chaudry,29,F,A1
12171,38770,Sachi Kulkarni,35,F,A2
12172,29735,Manya Viswanathan,42,F,A1
12173,29735,Falguni Gandhi,26,M,A2
12174,29428,Samuel Bath,35,M,A1
12175,10375,Hredhaan Balasubramanian,32,F,A1
12176,10375,Watika Chana,33,F,A2
12177,34374,Maanas Khalsa,39,F,A1
12178,34374,Saksham Dave,52,M,A2
12179,31922,Bahadurjit Dasgupta,57,M,A1
12180,31922,Mekhala Sinha,50,M,A2
12181,1974,Aarini Yogi,26,F,A1
12182,25874,Dayita Chanda,38,M,A1
12183,26267,Pushti Nagi,35,F,A1
12184,26267,Upadhriti Aggarwal,32,F,A2
12185,13573,Rachit Taneja,49,M,A1
12186,36256,Rishi Nadig,43,M,A1
12187,36256,Unni Nigam,36,F,A2
12188,27779,Oeshi Bal,39,M,A1
12189,15220,Hema Raj,59,M,A1
12190,15220,Gautam Sabharwal,60,F,A2
12191,20865,Abeer Dhawan,35,F,A1
12192,1323,Pushti Kothari,22,M,A1
12193,35594,Pratyush Choudhry,38,M,A1
12194,27866,Upma Som,30,F,A1
12195,31262,Victor Murthy,18,F,A1
12196,27341,Vanya Chhabra,42,M,A1
12197,30679,Harinakshi Borra,55,M,A1
12198,30679,Jason Uppal,37,M,A2
12199,5313,Unni Bhatti,55,F,A1
12200,26635,Lohit Sathe,44,M,A1
12201,26635,Kamala Nigam,16,F,A2
12202,18008,Nimrat Sidhu,17,M,A1
12203,18008,Hemang Shanker,57,M,A2
12204,28754,Mugdha Rajan,31,M,A1
12205,28754,Dayamai Aggarwal,44,M,A2
12206,25274,Samaksh Sethi,55,M,A1
12207,14965,Qabil Bhagat,23,M,A1
12208,14965,Anthony Balasubramanian,44,M,A2
12209,10287,Oeshi Chaudhari,17,M,A1
12210,6879,Omya Nath,47,M,A1
12211,8966,Siddharth Anand,60,M,A1
12212,8966,Shaurya Barad,33,M,A2
12213,2593,Oviya Raja,19,M,A1
12214,19270,Geetika Dubey,43,M,A1
12215,31309,Adya Mukherjee,22,M,A1
12216,31309,Harinakshi Bhagat,58,M,A2
12217,17411,Dhriti Sarma,20,M,A1
12218,4945,Adya Krishnan,24,M,A1
12219,31372,Indali Pradhan,41,F,A1
12220,19305,Triveni Khurana,56,M,A1
12221,19305,Brijesh Goyal,46,M,A2
12222,37794,Gabriel Chacko,29,F,A1
12223,22925,Mugdha Ganesan,18,M,A1
12224,22925,Avi Dash,27,M,A2
12225,9055,Amrita Bava,32,M,A1
12226,9055,Aachal Kaul,47,F,A2
12227,1324,Pushti Kothari,22,M,A1
12228,22616,Jai Wason,60,F,A1
12229,22616,Wridesh Sami,37,F,A2
12230,15606,Zansi Kar,30,M,A1
12231,32171,Ekapad Raval,41,F,A1
12232,32171,Meghana Ramakrishnan,53,M,A2
12233,8113,Christopher Pradhan,35,F,A1
12234,8113,Deepa Dutt,33,M,A2
12235,29434,Warhi Ganguly,34,M,A1
12236,29434,Saksham Nori,40,M,A2
12237,18352,Ekalinga Misra,30,M,A1
12238,18352,Ayaan Sanghvi,45,M,A2
12239,19508,Ekbal Gera,54,M,A1
12240,19508,Amruta Tak,58,F,A2
12241,20780,Warda Lad,29,M,A1
12242,20780,Oliver Loyal,40,M,A2
12243,11771,Brijesh Sidhu,40,M,A1
12244,24411,Raghav Vaidya,17,F,A1
12245,12053,Udant Saini,26,F,A1
12246,28122,Victor Nagar,59,M,A1
12247,35002,Vrinda Bhatia,25,F,A1
12248,29989,William Murthy,30,M,A1
12249,11829,Chaitanya Maharaj,28,M,A1
12250,29509,Teerth Bakshi,22,F,A1
12251,5309,Unni Bhatti,55,F,A1
12252,1320,Pushti Kothari,22,M,A1
12253,15634,Jai Sarkar,34,M,A1
12254,15634,Nachiket Deep,18,M,A2
12255,14492,Warjas Bala,31,F,A1
12256,12253,Shravya Kohli,33,F,A1
12257,12253,Theodore Nazareth,18,F,A2
12258,12800,Jagrati Gaba,35,F,A1
12259,6729,Faris Nigam,34,M,A1
12260,17751,Ayushman Chopra,44,M,A1
12261,17751,Netra Prasad,34,M,A2
12262,20713,Darika Lala,29,F,A1
12263,32280,Dalaja Hayer,21,F,A1
12264,32280,Aarush Bansal,48,F,A2
12265,10221,Yashvi Saha,50,M,A1
12266,10221,Zayyan Ratta,19,M,A2
12267,28426,Falguni Krishnan,45,F,A1
12268,28426,Gautam Deo,60,F,A2
12269,32337,Vrinda Cherian,39,M,A1
12270,32337,Maanav Mohanty,56,F,A2
12271,32803,Triya Cherian,46,M,A1
12272,32803,Yashasvi Tank,23,M,A2
12273,1679,Mohammed Tank,25,F,A1
12274,17601,Mohini Batta,39,F,A1
12275,17601,Zehaan Mistry,40,M,A2
12276,9490,Girindra Sachar,55,F,A1
12277,17874,Akshay Gill,44,M,A1
12278,17874,Imaran Agarwal,30,M,A2
12279,5429,Zaid Murthy,51,F,A1
12280,6683,Raghav Soman,44,F,A1
12281,6683,Advika Kulkarni,40,M,A2
12282,32739,Vamakshi Dhaliwal,42,M,A1
12283,32739,Anay Din,53,M,A2
12284,3126,Harrison Mane,28,F,A1
12285,1598,Bhavika Chakraborty,35,F,A1
12286,8481,Benjamin Balay,21,M,A1
12287,32683,Ayush Barman,35,F,A1
12288,32683,Yashawini Nayak,19,M,A2
12289,1410,Arin Kala,25,M,A1
12290,37147,Watika Goyal,54,F,A1
12291,37147,Christopher Cherian,17,F,A2
12292,35174,Hemangini Sarraf,17,F,A1
12293,29216,Victor Kar,42,M,A1
12294,15219,Indrajit Chadha,43,F,A1
12295,2799,Urishilla Raju,52,M,A1
12296,23775,Onkar Manda,51,M,A1
12297,25258,Siddharth Bhattacharyya,54,F,A1
12298,25258,Arunima Raval,41,M,A2
12299,10778,Radha Karpe,53,F,A1
12300,20672,Diya Sankaran,53,F,A1
12301,18691,Jonathan Nazareth,43,F,A1
12302,18691,Watika Rajan,49,F,A2
12303,1596,Bhavika Chakraborty,35,F,A1
12304,8190,Mitali Krishna,24,M,A1
12305,8190,Charvi Vaidya,60,F,A2
12306,6217,Prisha Tank,29,F,A1
12307,6217,Rushil Amble,48,M,A2
12308,19720,William Acharya,59,M,A1
12309,21565,Lavanya Khare,34,M,A1
12310,21565,Onveer Rama,20,F,A2
12311,34583,Aarush Bhat,25,F,A1
12312,34583,Yauvani Chaudhuri,32,M,A2
12313,6486,Jagat Agate,21,F,A1
12314,6486,Vasatika Kamdar,45,F,A2
12315,39286,Vrinda Doctor,36,F,A1
12316,39286,Wahab Chanda,34,F,A2
12317,19786,Anmol Sunder,18,F,A1
12318,1315,Pushti Kothari,22,M,A1
12319,17325,Harinakshi Mukhopadhyay,38,M,A1
12320,28269,Panini Palan,35,F,A1
12321,19968,Hemang Shukla,49,F,A1
12322,24048,Arunima Kashyap,25,M,A1
12323,26690,Simon Arya,37,F,A1
12324,31291,Timothy Ramachandran,38,M,A1
12325,20960,Damyanti Nair,37,F,A1
12326,39784,Indrajit Swaminathan,41,M,A1
12327,39784,Avi Modi,26,M,A2
12328,6857,Owen Rai,43,M,A1
12329,9414,Upasna Varty,37,M,A1
12330,23244,Jack Bora,37,M,A1
12331,10133,Om Sharma,53,M,A1
12332,10133,Chandran Bobal,30,F,A2
12333,6001,Wridesh Rana,20,F,A1
12334,4470,Chakradev Doctor,29,F,A1
12335,33689,Kai Karnik,35,M,A1
12336,33689,Gaurav Suri,57,M,A2
12337,27302,Wazir Dhar,33,M,A1
12338,27302,Fiyaz Shankar,58,M,A2
12339,21181,Madhav Verma,22,M,A1
12340,21181,Xiti Mahal,22,F,A2
12341,32911,Darika Patel,25,F,A1
12342,1321,Pushti Kothari,22,M,A1
12343,32130,Chavvi Basu,60,F,A1
12344,32130,Anita Bir,56,F,A2
12345,25585,Ayush Dugar,20,M,A1
12346,25585,Shaurya Sura,59,F,A2
12347,7674,Ojasvi Sankar,44,F,A1
12348,7674,Guneet Keer,29,M,A2
12349,21233,Bahadurjit Saraf,55,M,A1
12350,21233,Faris Ghose,17,F,A2
12351,33178,Nikita Palla,36,F,A1
12352,25525,Urishilla Sinha,42,F,A1
12353,10417,Omisha Lalla,44,F,A1
12354,25914,Ijaya Suri,42,M,A1
12355,25914,Lohit Desai,59,M,A2
12356,39427,Aditya Gade,29,F,A1
12357,39427,Niharika Vyas,31,F,A2
12358,6000,Wridesh Rana,20,F,A1
12359,14001,Timothy Parekh,51,F,A1
12360,14001,Parth Malhotra,19,M,A2
12361,36622,Unnati Chandran,48,M,A1
12362,34144,Pranav Dara,33,M,A1
12363,36408,Harsh Baria,40,F,A1
12364,36408,Leela Amble,40,M,A2
12365,27343,Ridhi Memon,24,M,A1
12366,27343,Harinakshi Tripathi,40,F,A2
12367,26327,Ijaya Kala,29,M,A1
12368,34160,Tara Dugar,22,M,A1
12369,36290,Chandran Khosla,55,M,A1
12370,36290,Odika Dugar,38,F,A2
12371,35192,Bachittar Mital,34,F,A1
12372,175,Advay Kaul,26,M,A1
12373,5428,Zaid Murthy,51,F,A1
12374,39195,Zaitra Dhillon,39,M,A1
12375,30069,Guneet Deol,50,F,A1
12376,30069,Nirja Setty,51,F,A2
12377,11749,Sachi Ramakrishnan,27,M,A1
12378,11749,Lakshit Nayar,19,F,A2
12379,38472,Jason Anne,42,F,A1
12380,38472,Ekavir Dhar,59,M,A2
12381,38447,Vansha Vora,40,F,A1
12382,38447,Yoshita Dass,22,M,A2
12383,19684,Farhan Choudhury,51,F,A1
12384,16250,Azaan Virk,27,M,A1
12385,27309,Amruta Chopra,25,M,A1
12386,27309,Nilima Ratti,29,M,A2
12387,28452,Jonathan Chaudhuri,20,M,A1
12388,21051,Jagrati Dara,51,M,A1
12389,6661,Siya Sunder,50,F,A1
12390,26030,Ekbal Hayre,41,M,A1
12391,26030,Gagan Mammen,51,F,A2
12392,7159,Sanya Tiwari,51,M,A1
12393,7159,Hemal Dube,56,M,A2
12394,7533,Udarsh Bath,46,F,A1
12395,7533,Jeet Bali,54,M,A2
12396,22682,Aarush Rout,30,M,A1
12397,1234,Mitali Shetty,40,M,A1
12398,20219,Rajata Bobal,23,M,A1
12399,20219,Akshay Bassi,17,F,A2
12400,21833,Samarth Chowdhury,42,F,A1
12401,29252,Leela Deo,27,M,A1
12402,32854,Agastya Divan,32,M,A1
12403,32854,Balveer Narayanan,46,M,A2
12404,34396,Amaira Rajagopal,17,M,A1
12405,34396,Girish De,26,F,A2
12406,32749,Naveen Tank,27,M,A1
12407,32749,Aadhya Cheema,38,F,A2
12408,20492,Orinder Kalla,54,F,A1
12409,31301,Bhavika Master,34,F,A1
12410,17988,Tara Prasad,24,M,A1
12411,17988,Hiral Ben,53,F,A2
12412,20904,Ansh Prashad,31,F,A1
12413,20904,Vidhi Thakkar,31,M,A2
12414,9309,Abeer Mistry,54,M,A1
12415,9309,Chatura Biswas,60,F,A2
12416,35767,Samuel Chand,35,F,A1
12417,22427,Indira Radhakrishnan,31,M,A1
12418,22427,Advay Narang,42,M,A2
12419,9966,Sudiksha Sahni,19,M,A1
12420,9966,Chandani Nagar,17,M,A2
12421,10216,Aditya Chand,59,M,A1
12422,6035,Xiti Mani,46,M,A1
12423,29893,Dhruv Dugar,23,F,A1
12424,29893,Jason Mahajan,59,M,A2
12425,26177,Anjali Sunder,43,F,A1
12426,26177,Umang Munshi,44,M,A2
12427,4394,Aachal Shukla,52,M,A1
12428,15545,Sachi Solanki,33,M,A1
12429,15545,Amara Thaker,45,F,A2
12430,31957,Lakshmi Tailor,32,F,A1
12431,13475,Luke Sama,23,M,A1
12432,13475,Andrew Rajagopal,33,F,A2
12433,32152,Eshana Das,26,F,A1
12434,22325,Theodore Rajagopalan,49,F,A1
12435,8976,Omkaar Raghavan,57,F,A1
