EmployeeID,DistrictID,UnitID,RankID,DesignationID,KGID,FirstName,EmployeeDOB,GenderID,BloodGroupID,PhysicallyChallenged,
378,18,723,3,1,KGID100378,Joshua,18-06-1971,M,AB+,0,
379,25,650,5,2,KGID100379,Lopa,04-06-1990,M,B+,0,
380,5,1147,5,4,KGID100380,Zehaan,08-08-1986,M,B+,0,
381,31,346,2,3,KGID100381,Yachana,18-04-1979,F,AB+,0,
382,9,1250,5,1,KGID100382,Gaurav,21-03-1992,M,AB+,0,
383,9,1249,3,3,KGID100383,Rachit,30-04-1985,F,A+,0,
384,21,865,2,3,KGID100384,Baghyawati,09-12-1989,F,O+,0,
385,8,943,3,2,KGID100385,Leena,04-10-1988,M,A+,0,
386,5,1031,2,4,KGID100386,Warda,04-02-1988,F,O-,0,
387,3,398,3,3,KGID100387,Shravya,15-07-1988,F,B+,0,
388,26,904,3,4,KGID100388,Jacob,11-04-1977,M,A+,0,
389,23,416,7,1,KGID100389,Zilmil,16-02-1992,F,B+,0,
390,17,1198,6,4,KGID100390,Ranveer,27-07-1992,M,O+,0,
391,19,961,3,1,KGID100391,Chakradev,07-08-1990,F,O+,0,
392,5,1149,2,2,KGID100392,Ekalinga,13-02-1986,F,O-,0,
393,28,507,1,2,KGID100393,Adweta,31-03-2001,M,B+,0,
394,5,1087,4,1,KGID100394,Nachiket,29-10-1973,F,O-,0,
395,21,864,3,4,KGID100395,Bhavani,25-09-1993,M,O-,0,
396,5,1183,1,1,KGID100396,Avni,11-12-1979,F,AB+,0,
397,5,1012,6,4,KGID100397,Anthony,07-06-1997,F,AB+,0,
398,5,1121,5,1,KGID100398,Aradhana,22-08-1983,M,O+,0,
399,24,935,1,4,KGID100399,Ayushman,05-10-1972,F,O-,0,
400,12,630,2,2,KGID100400,Yashica,23-09-1971,M,AB+,0,
401,22,792,7,1,KGID100401,Karan,30-11-1994,M,O-,0,
402,23,434,3,2,KGID100402,Jhalak,03-05-1984,M,O+,0,
403,9,1235,6,2,KGID100403,Megha,05-12-1968,F,O-,0,
404,17,1194,3,1,KGID100404,Praneel,28-05-1986,F,B+,0,
405,24,928,5,3,KGID100405,Christopher,10-01-1986,M,O+,0,
406,26,907,5,1,KGID100406,Daksh,23-02-1993,M,O-,0,
407,9,1242,5,2,KGID100407,Frederick,29-01-1999,M,O-,0,
408,5,1015,5,3,KGID100408,Azad,14-07-1995,M,A+,0,
409,3,361,1,3,KGID100409,Zashil,16-01-1997,M,O-,0,
410,11,704,5,1,KGID100410,Megha,01-04-1981,F,O-,0,
411,29,574,6,3,KGID100411,Arunima,13-01-1981,F,B+,0,
412,5,1102,7,4,KGID100412,Faraj,14-12-1989,F,AB+,0,
413,31,352,6,1,KGID100413,Anvi,15-06-1972,M,AB+,0,
414,11,703,4,4,KGID100414,Faras,25-11-1979,M,O+,0,
415,26,899,2,3,KGID100415,Kritika,03-11-1975,F,O+,0,
416,27,686,2,3,KGID100416,Chatresh,29-09-1972,M,O+,0,
417,28,525,4,1,KGID100417,Hardik,31-08-1984,F,AB+,0,
418,28,531,2,1,KGID100418,Advaith,03-11-1977,M,O+,0,
419,9,1246,4,4,KGID100419,Sai,30-01-1973,M,B+,0,
420,5,1111,3,3,KGID100420,Keya,27-05-1976,M,B+,0,
421,22,788,5,4,KGID100421,Yashawini,31-08-1988,F,O+,0,
422,22,787,1,1,KGID100422,Hiral,24-11-1986,F,O-,0,
423,15,746,2,2,KGID100423,Jagdish,19-01-2000,F,A+,0,
424,30,329,3,4,KGID100424,Balhaar,31-07-1999,F,O+,0,
425,7,827,1,1,KGID100425,Damini,19-04-1979,F,B+,0,
426,5,1181,3,3,KGID100426,Unni,18-11-1990,F,O+,0,
427,30,324,4,1,KGID100427,Aarini,24-12-1996,M,O+,0,
428,21,844,3,1,KGID100428,Mohammed,13-02-1968,F,O-,0,
429,15,739,7,3,KGID100429,Amrita,19-03-1988,M,B+,0,
430,3,377,4,3,KGID100430,Mitesh,31-07-1977,F,O-,0,
431,9,1239,3,2,KGID100431,Jalsa,10-03-1969,M,O-,0,
432,22,799,4,1,KGID100432,Vivaan,23-06-1985,M,A+,0,
433,23,418,6,3,KGID100433,Balendra,14-08-1970,F,O-,0,
434,15,745,2,2,KGID100434,Jacob,03-02-1970,F,O-,0,
435,10,604,2,4,KGID100435,Ishita,11-05-1997,F,O-,0,
436,10,622,5,4,KGID100436,Chasmum,25-08-1979,F,AB+,0,
437,5,1113,1,3,KGID100437,Ishaan,29-03-1980,F,A+,0,
438,11,704,5,3,KGID100438,Onveer,25-05-1994,M,O-,0,
439,15,763,3,2,KGID100439,Tanmayi,22-12-1996,M,O-,0,
440,22,769,2,4,KGID100440,Janani,20-04-1983,M,B+,0,
441,30,310,5,1,KGID100441,Chakradhar,18-06-1978,M,A+,0,
442,18,729,3,4,KGID100442,Warhi,20-01-2000,M,AB+,0,
443,4,985,2,4,KGID100443,Henry,31-08-1988,F,A+,0,
444,4,1000,2,2,KGID100444,Gavin,27-06-1986,F,AB+,0,
445,22,816,4,3,KGID100445,Dalaja,23-09-1974,M,AB+,0,
446,17,1212,5,3,KGID100446,Sudiksha,18-12-1990,F,O+,0,
447,26,902,4,2,KGID100447,Abdul,26-05-1987,M,O+,0,
448,21,849,3,2,KGID100448,Manan,23-02-1980,F,O+,0,
449,4,999,2,4,KGID100449,Hitesh,16-11-1992,F,AB+,0,
450,12,635,5,3,KGID100450,Jagdish,18-06-1987,F,A+,0,
451,21,865,6,4,KGID100451,Omaja,05-05-1974,F,O+,0,
452,20,1255,7,2,KGID100452,Hema,03-03-1982,F,A+,0,
453,29,572,6,1,KGID100453,Saumya,30-06-2001,F,AB+,0,
454,8,949,3,4,KGID100454,Om,18-12-1991,M,B+,0,
455,5,1125,5,3,KGID100455,Watika,08-05-1972,F,B+,0,
456,3,389,5,2,KGID100456,Urmi,08-04-1968,M,A+,0,
457,19,963,5,2,KGID100457,Jeremiah,19-08-1991,M,A+,0,
458,3,380,4,3,KGID100458,Eesha,03-04-1987,F,A+,0,
459,19,975,7,2,KGID100459,Hitesh,07-12-2000,M,O-,0,
460,9,1229,2,4,KGID100460,Upasna,27-03-1976,F,AB+,0,
461,8,944,2,3,KGID100461,Sudiksha,04-03-1992,F,O+,0,
462,8,939,1,1,KGID100462,Darsh,23-05-1988,M,O-,0,
463,5,1034,6,1,KGID100463,Ranbir,04-05-1970,M,AB+,0,
464,5,1181,7,2,KGID100464,Kiaan,03-01-1969,M,AB+,0,
465,5,1084,4,2,KGID100465,Urvashi,27-01-1985,F,A+,0,
466,6,287,3,1,KGID100466,Panini,07-12-1984,F,O+,0,
467,15,743,6,4,KGID100467,Qadim,21-09-1976,M,O-,0,
468,15,757,3,2,KGID100468,Aadi,23-08-1987,M,O+,0,
469,23,444,6,4,KGID100469,Zaid,05-10-1985,F,B+,0,
470,6,292,6,3,KGID100470,Alka,12-12-1972,F,O-,0,
471,19,968,7,2,KGID100471,Niharika,22-02-1979,M,O-,0,
472,5,1154,6,4,KGID100472,Lavanya,18-05-1996,F,O-,0,
473,10,613,1,4,KGID100473,Yahvi,16-07-1977,M,B+,0,
474,23,421,4,3,KGID100474,Keya,31-10-1997,M,A+,0,
475,16,545,4,2,KGID100475,Ishwar,19-01-1983,F,O+,0,
476,20,1254,3,3,KGID100476,Samarth,01-01-2000,M,O+,0,
477,8,947,3,2,KGID100477,Zehaan,28-07-1999,M,A+,0,
478,15,754,3,2,KGID100478,Zayan,18-11-1973,F,O-,0,
479,9,1223,6,3,KGID100479,Oviya,25-12-1971,M,O+,0,
480,25,654,5,2,KGID100480,Pahal,14-01-1983,M,B+,0,
481,15,767,2,4,KGID100481,Triveni,17-12-1994,F,AB+,0,
482,4,996,5,4,KGID100482,Indrajit,29-04-1997,M,B+,0,
483,19,974,7,1,KGID100483,Ayaan,02-03-1979,F,O-,0,
484,4,998,3,1,KGID100484,Chavvi,17-12-1999,M,A+,0,
485,5,1126,5,2,KGID100485,Oviya,30-06-1978,M,B+,0,
486,10,613,7,4,KGID100486,Yashodhara,22-01-1975,M,B+,0,
487,5,1012,5,4,KGID100487,Tara,26-09-1990,M,O-,0,
488,18,734,7,1,KGID100488,Urvi,10-10-1988,F,B+,0,
489,22,803,4,4,KGID100489,Raksha,26-05-1990,M,O-,0,
490,15,751,6,3,KGID100490,Ekalinga,25-12-1978,M,AB+,0,
491,16,538,7,1,KGID100491,Udant,17-04-1986,M,O-,0,
492,31,352,1,4,KGID100492,Chandani,27-10-1984,F,A+,0,
493,7,832,1,1,KGID100493,Indrajit,17-06-1989,F,A+,0,
494,29,571,4,2,KGID100494,Utkarsh,20-03-1998,M,AB+,0,
495,25,661,4,4,KGID100495,Nihal,20-05-1977,F,AB+,0,
496,3,360,6,2,KGID100496,Sanaya,26-09-1989,F,A+,0,
497,23,460,5,4,KGID100497,Ucchal,18-05-1979,M,B+,0,
498,5,1132,1,1,KGID100498,Anya,28-06-1978,F,AB+,0,
499,19,967,6,4,KGID100499,Chandani,18-04-1992,F,B+,0,
500,28,531,4,3,KGID100500,Wazir,29-09-1983,M,O+,0,
501,14,471,6,1,KGID100501,Jeet,16-11-1983,M,AB+,0,
502,26,907,7,1,KGID100502,Ria,21-07-1970,M,B+,0,
503,31,346,1,1,KGID100503,Yasti,07-03-1969,F,O-,0,
504,19,966,6,1,KGID100504,Vasudha,01-11-1987,M,A+,0,
505,11,689,4,2,KGID100505,Pranav,12-04-1988,M,A+,0,
506,23,421,5,3,KGID100506,Hardik,16-12-1973,M,O-,0,
507,10,604,5,3,KGID100507,Alka,20-06-1977,M,O+,0,
508,5,1175,2,2,KGID100508,Triveni,25-05-1982,F,O+,0,
509,16,559,1,2,KGID100509,Riya,01-08-1998,F,O-,0,
510,22,785,1,3,KGID100510,Arin,01-04-1981,F,O-,0,
511,10,604,6,4,KGID100511,Bimala,30-01-1979,F,B+,0,
512,2,585,4,2,KGID100512,Neelima,28-03-1975,F,B+,0,
513,5,1147,2,3,KGID100513,Tejas,22-03-1971,M,AB+,0,
514,17,1214,1,4,KGID100514,Upkaar,18-11-2000,F,O-,0,
515,7,820,2,4,KGID100515,Shivani,01-10-1993,M,O+,0,
516,13,486,3,1,KGID100516,Xiti,25-06-1996,F,O+,0,
517,3,372,5,2,KGID100517,Januja,26-04-1972,M,O+,0,
518,25,664,6,1,KGID100518,Dev,26-11-1987,M,B+,0,
519,5,1101,7,2,KGID100519,Keya,02-12-1993,F,B+,0,
520,5,1168,3,3,KGID100520,Liam,04-06-1995,M,B+,0,
521,9,1237,2,1,KGID100521,Tanish,19-01-1979,F,B+,0,
522,4,990,5,2,KGID100522,Balvan,06-09-1973,F,B+,0,
523,21,843,3,3,KGID100523,Yashvi,21-08-1975,F,AB+,0,
524,7,824,6,3,KGID100524,Eesha,22-01-1990,F,O+,0,
525,12,646,5,4,KGID100525,Nathan,15-02-1977,F,A+,0,
526,5,1100,6,4,KGID100526,Ekani,20-10-1994,F,B+,0,
527,25,657,3,4,KGID100527,Yashica,04-10-1984,M,O-,0,
528,5,1162,2,2,KGID100528,Yachana,08-03-1985,M,O+,0,
529,21,844,5,4,KGID100529,Jalsa,17-07-1992,F,B+,0,
530,13,478,3,2,KGID100530,Gautami,02-06-1979,F,O-,0,
531,5,1131,2,4,KGID100531,Unni,24-07-1977,F,O+,0,
532,5,1059,7,4,KGID100532,Chakradev,22-02-1969,F,AB+,0,
533,23,450,6,3,KGID100533,Saumya,26-12-1999,M,B+,0,
534,5,1015,5,4,KGID100534,Chavvi,04-06-1979,M,O-,0,
535,24,935,1,1,KGID100535,Yagnesh,09-02-1973,M,A+,0,
536,5,1060,1,4,KGID100536,Ekansh,22-01-1980,M,B+,0,
537,31,347,6,2,KGID100537,Om,03-12-1986,M,B+,0,
538,22,795,4,3,KGID100538,Oscar,12-10-1998,M,O-,0,
539,24,931,6,4,KGID100539,Naksh,14-11-1988,F,A+,0,
540,6,284,5,4,KGID100540,Benjamin,07-05-1971,M,A+,0,
541,7,820,6,3,KGID100541,Vansha,17-02-1980,F,A+,0,
542,22,792,7,4,KGID100542,Kevin,20-10-1968,M,A+,0,
543,17,1218,1,2,KGID100543,Christopher,24-04-1968,M,B+,0,
544,26,912,5,3,KGID100544,Anika,07-11-1981,F,O+,0,
545,5,1092,4,1,KGID100545,Darpan,13-01-1972,F,AB+,0,
546,15,748,5,2,KGID100546,Harsh,17-08-1972,M,O+,0,
547,19,978,7,1,KGID100547,Charles,28-07-1978,M,A+,0,
548,11,693,4,4,KGID100548,Vasudha,22-04-1991,F,A+,0,
549,24,930,1,2,KGID100549,Umang,14-10-1993,M,AB+,0,
550,5,1143,4,3,KGID100550,Vivaan,21-06-1969,M,O-,0,
551,17,1219,1,2,KGID100551,Manan,27-08-1969,M,O-,0,
552,15,764,3,1,KGID100552,Advaith,26-06-1979,M,O+,0,
553,17,1198,5,1,KGID100553,Waida,05-12-1985,M,O+,0,
554,6,294,2,2,KGID100554,Chandran,22-06-1993,F,A+,0,
555,2,584,2,2,KGID100555,Vidhi,11-03-1979,F,O-,0,
556,10,617,4,2,KGID100556,Ekaja,21-06-1994,M,O-,0,
557,5,1041,3,1,KGID100557,Urmi,18-11-1976,M,AB+,0,
558,28,515,7,1,KGID100558,Anita,09-11-1996,F,O-,0,
559,5,1065,5,4,KGID100559,Indali,14-03-1991,F,A+,0,
560,24,927,3,4,KGID100560,Isaac,20-07-1976,F,B+,0,
561,12,642,5,4,KGID100561,Jackson,04-01-1974,F,B+,0,
562,19,974,5,4,KGID100562,Balvan,10-12-1995,M,O-,0,
563,29,580,7,2,KGID100563,Gunbir,29-01-1998,M,A+,0,
564,16,552,2,4,KGID100564,Sanaya,25-11-1972,M,AB+,0,
565,2,602,3,1,KGID100565,Zayan,18-01-1985,M,A+,0,
566,9,1243,3,4,KGID100566,Xavier,13-07-1997,F,O+,0,
567,3,382,2,1,KGID100567,Vyanjana,13-12-1996,M,AB+,0,
568,18,737,5,4,KGID100568,Chakradev,16-05-1972,M,A+,0,
569,3,369,3,1,KGID100569,Abhimanyu,13-11-1974,F,AB+,0,
570,6,290,3,4,KGID100570,Faraj,12-07-1984,F,A+,0,
571,5,1020,5,2,KGID100571,Chakradhar,18-04-1980,M,AB+,0,
572,23,451,2,3,KGID100572,Urvi,06-03-1998,F,O+,0,
573,22,782,2,1,KGID100573,Rajeshri,27-06-1983,M,AB+,0,
574,29,560,4,3,KGID100574,Sara,06-07-1980,F,A+,0,
575,12,647,3,2,KGID100575,Rudra,16-07-1982,F,O-,0,
576,26,909,2,4,KGID100576,Harrison,22-02-1973,M,B+,0,
577,2,589,1,4,KGID100577,Tanish,07-06-1971,F,O-,0,
578,27,667,7,3,KGID100578,Karan,04-12-1978,F,O+,0,
579,18,718,7,2,KGID100579,Chanakya,18-01-1983,F,O+,0,
580,26,895,6,2,KGID100580,Aarnav,03-12-1993,F,O+,0,
581,23,459,4,3,KGID100581,Nandini,31-01-1981,F,AB+,0,
582,21,867,7,2,KGID100582,Tarak,07-11-1969,F,AB+,0,
583,29,565,7,4,KGID100583,Vrishti,02-10-1986,F,A+,0,
584,9,1232,5,2,KGID100584,Qabil,17-11-1994,M,O-,0,
585,6,305,6,4,KGID100585,Wahab,05-11-1978,M,AB+,0,
586,5,1094,3,1,KGID100586,Unnati,16-02-1999,F,AB+,0,
587,23,420,6,3,KGID100587,Darika,17-10-1973,M,O+,0,
588,8,952,2,4,KGID100588,Yatan,15-10-1977,F,A+,0,
589,18,737,5,4,KGID100589,Girish,04-07-1969,F,O-,0,
590,22,796,7,4,KGID100590,Ijaya,20-12-1990,M,O+,0,
591,4,996,7,1,KGID100591,Jagdish,17-07-1987,M,B+,0,
592,8,951,6,3,KGID100592,Charles,09-12-1997,M,O-,0,
593,30,323,5,4,KGID100593,Triya,15-10-1985,F,AB+,0,
594,3,386,1,1,KGID100594,Mekhala,29-05-1993,F,B+,0,
595,22,800,6,2,KGID100595,Isaac,08-11-1977,F,O+,0,
596,27,678,4,2,KGID100596,Qasim,24-12-1993,F,A+,0,
597,22,772,1,3,KGID100597,Arin,13-12-1999,F,A+,0,
598,3,396,7,2,KGID100598,Karan,28-02-1992,F,O+,0,
599,12,629,4,2,KGID100599,Nakul,25-11-1980,F,O+,0,
600,15,765,1,4,KGID100600,Deepa,15-08-1994,F,O+,0,
601,31,346,3,1,KGID100601,Gavin,20-09-1969,M,A+,0,
602,5,1147,3,1,KGID100602,Alka,28-03-1978,M,B+,0,
603,22,806,2,2,KGID100603,Guneet,03-06-1992,F,O-,0,
604,11,714,4,2,KGID100604,Anita,19-07-1972,F,B+,0,
605,14,468,6,4,KGID100605,Aishani,11-11-1972,F,A+,0,
606,5,1033,5,2,KGID100606,Watika,27-10-1989,F,O-,0,
607,11,717,4,1,KGID100607,Sai,30-10-1967,M,B+,0,
608,29,563,7,1,KGID100608,Noah,30-05-1991,M,O-,0,
609,14,469,3,3,KGID100609,Urvashi,27-09-1969,M,AB+,0,
610,3,394,3,4,KGID100610,Imaran,05-08-1979,F,O-,0,
611,27,675,5,4,KGID100611,Edhitha,16-06-1984,M,O+,0,
612,12,638,7,4,KGID100612,Anjali,15-06-1999,M,O+,0,
613,17,1218,5,1,KGID100613,Arya,26-10-1973,M,O+,0,
614,3,398,2,3,KGID100614,Sathvik,28-08-1984,M,B+,0,
615,25,660,6,2,KGID100615,Anvi,21-07-1992,F,AB+,0,
616,26,888,2,4,KGID100616,Theodore,05-08-1981,F,B+,0,
617,22,776,6,2,KGID100617,Om,11-08-1991,M,AB+,0,
618,29,573,2,2,KGID100618,Pahal,22-01-1990,F,AB+,0,
619,26,912,1,3,KGID100619,Pratyush,13-03-1996,M,AB+,0,
620,23,417,2,4,KGID100620,Ekantika,02-03-1989,F,AB+,0,
621,19,979,4,4,KGID100621,Yachana,04-03-1982,F,AB+,0,
622,23,449,1,1,KGID100622,Abhimanyu,12-01-1982,M,O+,0,
623,30,311,3,2,KGID100623,Nidra,13-02-1988,F,B+,0,
624,5,1077,4,4,KGID100624,Aahana,25-12-1981,M,O-,0,
625,3,394,3,3,KGID100625,Kashvi,09-06-2001,M,AB+,0,
626,7,837,2,4,KGID100626,Wazir,12-07-1976,M,B+,0,
627,29,582,7,1,KGID100627,Yagnesh,18-05-1990,F,O+,0,
628,12,634,7,1,KGID100628,Jagvi,06-06-1986,F,A+,0,
629,5,1072,7,2,KGID100629,Triya,06-06-1983,M,O-,0,
630,4,983,3,4,KGID100630,Udant,08-08-1981,M,O-,0,
631,23,420,7,2,KGID100631,Faras,09-02-1975,M,A+,0,
632,21,861,3,3,KGID100632,Nathan,24-10-1968,M,O+,0,
633,4,998,3,3,KGID100633,Diya,18-08-1967,F,O-,0,
634,17,1199,6,1,KGID100634,Isaac,05-02-1973,M,AB+,0,
635,17,1218,1,3,KGID100635,Vansha,02-03-1969,M,B+,0,
636,28,533,2,3,KGID100636,Siddharth,21-10-1999,M,AB+,0,
637,22,779,2,3,KGID100637,Yashawini,25-06-1971,F,AB+,0,
638,15,740,1,1,KGID100638,Damyanti,08-11-1967,F,O-,0,
639,5,1045,3,3,KGID100639,Bhanumati,23-12-1980,F,AB+,0,
640,10,613,5,1,KGID100640,Zilmil,10-12-1977,M,AB+,0,
641,24,928,6,3,KGID100641,Wishi,26-09-1971,M,O-,0,
642,27,685,2,4,KGID100642,Banjeet,02-02-1977,M,AB+,0,
643,16,552,3,3,KGID100643,Baljiwan,08-12-1981,F,O-,0,
644,21,869,2,4,KGID100644,Chanchal,23-03-1977,F,A+,0,
645,30,325,1,4,KGID100645,Gaurang,17-03-1985,M,A+,0,
646,9,1229,7,2,KGID100646,Chandran,23-12-1992,F,AB+,0,
647,6,278,4,2,KGID100647,Urmi,21-02-1994,M,O+,0,
648,23,440,7,3,KGID100648,Januja,29-03-1993,M,O+,0,
649,28,534,1,3,KGID100649,Ijaya,08-07-1986,M,A+,0,
650,27,683,6,3,KGID100650,Hredhaan,10-07-1980,M,AB+,0,
651,8,949,1,1,KGID100651,Kiaan,31-05-1996,M,B+,0,
652,15,766,1,2,KGID100652,Gabriel,29-09-1981,M,O-,0,
653,19,974,4,1,KGID100653,Chatresh,11-03-2001,M,O+,0,
654,5,1114,1,4,KGID100654,Janaki,22-09-1974,M,AB+,0,
655,31,350,2,4,KGID100655,Aadhya,21-04-1989,M,A+,0,
656,3,383,3,3,KGID100656,Avi,03-06-1994,F,B+,0,
657,27,669,7,2,KGID100657,Shivani,12-03-1997,M,A+,0,
658,7,821,5,1,KGID100658,Nitesh,19-07-1976,M,AB+,0,
659,12,637,6,2,KGID100659,Gabriel,15-11-1991,M,AB+,0,
660,26,908,6,4,KGID100660,Ikshita,17-10-1988,M,A+,0,
661,17,1196,1,2,KGID100661,Edhitha,26-09-1978,M,O-,0,
662,5,1025,4,3,KGID100662,Om,21-02-1970,F,O+,0,
663,5,1088,2,2,KGID100663,Samesh,28-01-2000,F,A+,0,
664,28,532,5,3,KGID100664,Oviya,24-04-1998,M,O+,0,
665,13,488,5,2,KGID100665,Harsh,12-09-1969,F,O+,0,
666,8,939,1,2,KGID100666,Eshana,07-07-1975,F,AB+,0,
667,3,393,2,4,KGID100667,Kritika,13-11-1986,M,O-,0,
668,5,1188,1,3,KGID100668,Charita,03-09-1989,F,B+,0,
669,27,674,7,4,KGID100669,Amruta,30-10-1996,F,O-,0,
670,19,977,2,4,KGID100670,Qasim,03-09-1972,M,A+,0,
671,26,879,1,1,KGID100671,Zaitra,19-04-1968,F,B+,0,
672,30,318,1,4,KGID100672,Henry,25-02-1977,F,O-,0,
673,5,1063,4,4,KGID100673,Udyati,10-03-1998,F,A+,0,
674,24,933,5,2,KGID100674,Bhavya,06-09-1968,F,A+,0,
675,2,595,1,2,KGID100675,Chatura,13-12-1984,M,O-,0,
676,10,612,4,1,KGID100676,Samuel,19-06-1993,F,AB+,0,
677,5,1025,7,2,KGID100677,Waida,05-05-1999,M,B+,0,
678,3,366,4,1,KGID100678,Ethan,08-04-1997,F,O-,0,
679,26,901,1,3,KGID100679,Vrinda,10-10-1987,M,A+,0,
680,6,290,6,2,KGID100680,Panini,04-05-1972,M,B+,0,
681,22,786,3,3,KGID100681,Patrick,31-08-1987,M,O+,0,
682,1,407,6,3,KGID100682,Jack,25-08-1992,M,A+,0,
683,10,621,7,4,KGID100683,Nitesh,12-01-1970,F,O-,0,
684,31,343,3,1,KGID100684,Ekaraj,12-01-1998,F,AB+,0,
685,22,801,3,1,KGID100685,Abha,06-02-1988,F,O-,0,
686,23,448,3,2,KGID100686,Deepa,27-03-1972,F,A+,0,
687,17,1193,5,1,KGID100687,Hema,27-07-1968,M,O-,0,
688,6,280,1,1,KGID100688,Keya,24-06-1972,M,A+,0,
689,15,761,3,4,KGID100689,Yadavi,25-01-1986,M,B+,0,
690,9,1231,7,1,KGID100690,Mahika,17-02-1978,F,B+,0,
691,10,607,2,4,KGID100691,Balvan,08-09-1991,F,O+,0,
692,5,1123,1,3,KGID100692,Wyatt,14-11-1975,M,O-,0,
693,19,967,1,2,KGID100693,Ijaya,12-08-1979,M,O-,0,
694,30,325,4,1,KGID100694,Girik,21-10-1984,F,O+,0,
695,5,1070,7,3,KGID100695,Rajata,04-12-1980,F,A+,0,
696,21,844,4,1,KGID100696,Anjali,09-11-1968,F,B+,0,
697,29,576,5,3,KGID100697,Ikshita,13-11-1969,M,AB+,0,
698,25,655,5,4,KGID100698,Robert,25-09-1980,M,O-,0,
699,5,1056,7,2,KGID100699,Yash,26-01-1973,M,A+,0,
700,9,1232,4,1,KGID100700,Gaurika,27-03-1989,M,O-,0,
701,12,632,6,1,KGID100701,Onkar,07-07-1984,F,A+,0,
702,5,1055,6,4,KGID100702,Ronith,16-01-1987,F,A+,0,
703,13,488,5,2,KGID100703,Akshay,16-10-2000,F,AB+,0,
704,31,339,2,3,KGID100704,Geetika,19-11-1989,M,A+,0,
705,17,1221,2,4,KGID100705,Sara,07-01-1977,F,AB+,0,
706,5,1043,1,1,KGID100706,Vrishti,08-10-1999,M,AB+,0,
707,3,354,5,1,KGID100707,Simon,07-03-2000,F,B+,0,
708,28,520,3,3,KGID100708,Umang,02-03-1979,F,AB+,0,
709,4,995,7,3,KGID100709,Aadhya,12-04-1985,F,AB+,0,
710,16,556,2,1,KGID100710,Zayyan,21-08-1999,M,B+,0,
711,5,1076,7,1,KGID100711,Joshua,11-01-1972,M,A+,0,
712,23,446,4,4,KGID100712,Gunbir,12-12-1998,F,AB+,0,
713,3,401,5,3,KGID100713,Daksha,04-12-1994,M,AB+,0,
714,2,593,4,3,KGID100714,Nathan,14-01-1992,M,A+,0,
715,23,439,7,3,KGID100715,Damini,06-10-1971,M,B+,0,
716,5,1133,7,3,KGID100716,Wahab,20-04-1992,M,A+,0,
717,5,1006,2,3,KGID100717,Veda,16-11-1995,F,O-,0,
718,30,328,6,3,KGID100718,Lavanya,26-02-1974,F,B+,0,
719,6,309,4,4,KGID100719,Reyansh,05-02-1980,M,A+,0,
720,15,751,1,2,KGID100720,Vamakshi,25-04-1986,M,A+,0,
721,31,341,7,2,KGID100721,Faqid,20-12-1981,M,B+,0,
722,5,1121,4,3,KGID100722,Patrick,15-10-1987,M,O-,0,
723,26,878,3,1,KGID100723,Henry,10-05-1973,M,A+,0,
724,13,480,6,4,KGID100724,Akshay,28-03-1970,M,A+,0,
725,17,1204,7,3,KGID100725,Zaitra,06-10-1968,M,A+,0,
726,9,1242,4,1,KGID100726,Rohan,06-01-1997,M,O-,0,
727,18,721,7,4,KGID100727,Ishita,22-01-1993,F,A+,0,
728,27,669,6,4,KGID100728,Gunbir,26-12-1970,M,O+,0,
729,13,497,2,3,KGID100729,Chandresh,10-01-1990,F,AB+,0,
730,5,1182,2,1,KGID100730,Imaran,23-01-1980,M,O+,0,
731,22,788,4,4,KGID100731,Manan,23-08-1997,M,A+,0,
732,29,564,4,2,KGID100732,Bhavya,28-11-1979,F,B+,0,
733,24,936,7,2,KGID100733,Nathan,21-10-1994,M,AB+,0,
734,5,1078,6,3,KGID100734,Aradhana,03-10-1981,F,O-,0,
735,5,1078,4,3,KGID100735,Sai,25-08-1967,F,AB+,0,
736,16,554,2,1,KGID100736,Ganga,22-09-1980,F,O-,0,
737,13,502,1,3,KGID100737,Chaman,24-10-1985,M,AB+,0,
738,7,820,3,2,KGID100738,Zansi,30-03-1989,M,A+,0,
739,28,531,6,2,KGID100739,Bakhshi,13-06-1998,F,O-,0,
740,5,1113,7,1,KGID100740,Indali,25-05-1999,M,O-,0,
741,5,1144,7,4,KGID100741,Girish,02-01-1970,F,B+,0,
742,23,458,2,3,KGID100742,Libni,23-05-1999,F,O-,0,
743,6,306,6,3,KGID100743,Nachiket,25-05-1996,M,O-,0,
744,9,1249,2,4,KGID100744,Chandani,12-04-1996,F,B+,0,
745,22,780,1,1,KGID100745,Yashawini,06-09-1987,M,B+,0,
746,26,894,2,1,KGID100746,Anika,15-01-1987,F,A+,0,
747,10,617,5,2,KGID100747,Jeet,03-01-1975,M,O+,0,
748,5,1012,2,3,KGID100748,Joshua,05-02-1989,M,A+,0,
749,23,429,5,2,KGID100749,Aarnav,18-06-1980,M,O-,0,
750,5,1159,3,1,KGID100750,Imaran,08-10-1998,F,AB+,0,
751,26,878,1,3,KGID100751,Jhalak,18-09-1977,F,O+,0,
752,23,417,2,4,KGID100752,Maya,09-02-1992,F,O+,0,
753,23,456,6,3,KGID100753,Tanish,04-12-1968,M,O-,0,
754,5,1112,2,4,KGID100754,Falan,23-06-1972,F,O+,0,
755,1,408,2,1,KGID100755,Mahika,10-10-1969,F,O-,0,
756,30,311,2,3,KGID100756,Warhi,03-03-1990,M,O-,0,
757,3,384,4,2,KGID100757,Samarth,16-09-1993,F,A+,0,
