VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
10767,21570,Prisha Karnik,35,F,0
10768,21570,Saumya Mane,51,F,0
10769,2248,Advik Sood,17,F,0
10770,839,Eshana Tara,27,F,0
10771,839,Urvi Vala,70,M,0
10772,38806,Manya Dhawan,30,M,0
10773,9257,Sathvik Kalita,8,M,0
10774,9257,Zarna Dube,53,F,0
10775,32868,Anusha Loke,34,M,0
10776,32868,Janani Chanda,16,T,0
10777,18371,Nandini Kothari,66,F,0
10778,18371,Teerth Anand,62,M,0
10779,33438,Yasti Agarwal,73,F,0
10780,5396,Jeevika Minhas,14,M,0
10781,14356,Vinaya Buch,52,M,0
10782,437,Yashawini Swamy,5,F,0
10783,11492,Laksh Sandal,59,T,0
10784,17321,Mitali Basu,65,T,0
10785,17321,Madhav Rastogi,69,M,0
10786,38038,Jairaj Ramesh,51,T,0
10787,38038,Mugdha Brar,34,T,0
10788,10877,Zansi Bajwa,36,F,0
10789,10877,Chaaya Grover,75,F,0
10790,4967,Deepa Badami,61,T,0
10791,16616,Tara Halder,52,T,0
10792,16616,Gagan Balakrishnan,9,F,0
10793,1735,Naksh Malhotra,16,M,0
10794,2562,Anamika Walia,21,T,0
10795,23454,Ethan Korpal,16,M,0
10796,23980,Wriddhish Narain,26,T,0
10797,23980,Tanveer Agrawal,12,T,0
10798,3138,Nikita Bhat,16,F,0
10799,20537,Warinder Ratta,77,M,0
10800,11184,Henry Wadhwa,38,F,0
10801,11184,Anmol Din,30,F,0
10802,3448,Advay Verma,60,F,0
10803,3448,Teerth Behl,66,M,0
10804,10573,Mitali Talwar,46,T,0
10805,10573,Vidhi Chokshi,49,M,0
10806,11316,Charita Naidu,40,T,0
10807,34777,Fariq Sarraf,37,F,0
10808,34777,Yadavi Dasgupta,67,T,0
10809,436,Urvi Virk,44,F,0
10810,436,Tanveer Basak,7,M,0
10811,15404,Kai Koshy,12,M,0
10812,8168,Samarth Venkatesh,54,M,0
10813,8168,Abeer Batra,65,T,0
10814,6242,Nicholas Dara,80,T,0
10815,9307,Zaitra Lad,51,F,0
10816,17654,Krish Khanna,49,M,0
10817,38014,Timothy Pandya,46,F,0
10818,35773,Idika Jaggi,38,M,0
10819,35773,Robert Biswas,67,T,0
10820,1736,Tripti Luthra,58,F,0
10821,1736,Darsh Setty,57,T,0
10822,29313,Gaurangi Tiwari,75,M,0
10823,29313,Oliver Nigam,72,M,0
10824,30055,Yashasvi Bora,32,F,0
10825,30055,Alexander Savant,15,F,0
10826,566,Ekbal Rattan,70,F,0
10827,566,Girindra Som,34,M,0
10828,34067,Laksh Bose,14,T,0
10829,1579,Qadim Andra,15,M,0
10830,1579,Ubika Karan,62,F,0
10831,32220,Jatin Narayanan,39,F,0
10832,32220,Orinder Bhat,19,F,0
10833,5793,Krisha Patla,31,T,0
10834,34819,Advik Palan,68,M,0
10835,5841,Ria Balakrishnan,58,T,0
10836,5841,Maanas Vyas,53,F,0
10837,17753,Chatura Rajagopal,49,M,0
10838,5275,Damyanti Chand,80,F,0
10839,19761,Qushi Varma,75,F,0
10840,19761,Ishanvi Kade,52,F,0
10841,6129,Varenya Chhabra,76,T,0
10842,6129,Mekhala Mishra,18,M,0
10843,35069,Rachita Kohli,11,M,0
10844,14636,Falak Bhagat,64,M,0
10845,15797,Libni Zachariah,32,M,0
10846,21005,Yashasvi Bhattacharyya,45,F,0
10847,21005,Niharika Oak,40,F,0
10848,7265,Hardik Nigam,24,T,0
10849,7265,Om Jayaraman,48,T,0
10850,27652,Ubika Rastogi,69,F,0
10851,27652,Abeer Brar,56,F,0
10852,5838,Frederick Menon,9,T,0
10853,5838,Siddharth Ramachandran,14,M,0
10854,2246,Oliver Pall,75,T,0
10855,29243,Imaran Mukherjee,62,M,0
10856,29243,Kashish Wali,33,F,0
10857,1457,Tristan Chana,6,T,0
10858,1457,Yoshita Om,45,M,0
10859,5346,Hemangini Garde,73,T,0
10860,5346,Qadim Divan,9,M,0
10861,14092,Ekbal Swamy,65,M,0
10862,14092,Nitara Suresh,49,M,0
10863,16562,Siddharth Barman,50,T,0
10864,16562,Riya Sachdev,15,T,0
10865,37571,Samuel Kumer,7,M,0
10866,31856,Oliver Narula,54,F,0
10867,13900,Harinakshi Dugar,78,F,0
10868,1062,Shaurya Srivastava,25,F,0
10869,26190,Pushti Prabhu,30,M,0
10870,26002,Rushil Chawla,44,T,0
10871,7253,Chatura Dhawan,27,F,0
10872,5840,Warinder Dalal,67,F,0
10873,4330,Ayaan Bobal,66,M,0
10874,4330,Vedika Chada,26,T,0
10875,36695,Upadhriti Suri,18,F,0
10876,36695,Ekapad Sachar,46,F,0
10877,33548,Hredhaan Chopra,13,T,0
10878,33548,Ria Mahajan,60,F,0
10879,10966,Samuel Bhakta,9,M,0
10880,10966,Nidra Ramakrishnan,51,M,0
10881,11819,Vedhika Gola,69,F,0
10882,665,Nisha Jani,17,F,0
10883,665,Omya Barad,76,T,0
10884,14542,Anthony Bajwa,49,M,0
10885,14542,Lajita Chandra,53,T,0
10886,8330,Lekha Nayar,76,M,0
10887,29481,Zilmil Lall,13,F,0
10888,29481,Gauri Patel,31,F,0
10889,34232,Yahvi Varghese,58,M,0
10890,6685,Chaitanya Kar,35,T,0
10891,30865,Manbir Datta,55,F,0
10892,15333,Farhan Choudhury,46,F,0
10893,31562,Rachana Arora,38,M,0
10894,31562,Fitan Kara,39,F,0
10895,16600,Timothy Bhasin,23,T,0
10896,16600,Farhan Bobal,7,T,0
10897,243,Bhavika Mand,74,F,0
10898,10762,Naveen Dhaliwal,36,M,0
10899,10762,Warda Bhatt,14,F,0
10900,20477,Chakrika Keer,41,T,0
10901,20477,Vincent Balan,35,M,0
10902,19381,Amara Arya,78,F,0
10903,24088,Hamsini Dyal,47,M,0
10904,18688,Vaishnavi Parikh,80,T,0
10905,5724,Oviya Ben,70,T,0
10906,25617,Jagdish Mohanty,7,F,0
10907,25617,Brijesh Sheth,62,M,0
10908,31941,Charita Chanda,55,M,0
10909,31941,Yachana Verma,32,F,0
10910,8632,Jason Ratti,77,F,0
10911,8632,Anay Sen,25,T,0
10912,11898,Bishakha Sangha,15,F,0
10913,11898,Ladli Divan,78,M,0
10914,32513,Ranbir Prashad,57,M,0
10915,32513,Pranav Chokshi,69,F,0
10916,32073,Anirudh Konda,65,T,0
10917,17140,Vrinda Borah,5,M,0
10918,6127,Harini Naidu,73,M,0
10919,6127,Jalsa Palla,79,T,0
10920,5394,Aadi Venkatesh,27,T,0
10921,4714,Pushti Shanker,76,F,0
10922,4899,Rayaan Sood,21,M,0
10923,4899,Jyoti Narang,10,M,0
10924,33948,Rohan Dixit,77,F,0
10925,33948,Wridesh Nagarajan,32,M,0
10926,34995,Qabil Datta,58,M,0
10927,34995,Chakradev Sha,8,M,0
10928,24067,Warjas Rai,16,F,0
10929,1061,Kamala Bahri,79,T,0
10930,1061,Vincent Dayal,16,T,0
10931,24012,Bhavika Rama,19,T,0
10932,24012,Fitan Morar,66,F,0
10933,245,Viraj Saxena,78,T,0
10934,4007,Jalsa Gade,69,M,0
10935,5278,Omaja Minhas,9,T,0
10936,5797,Hemangini Sant,76,M,0
10937,5274,Victor Anne,47,T,0
10938,25974,Adya Palan,72,F,0
10939,25974,Devika Rama,42,M,0
10940,38971,Sara Sidhu,49,F,0
10941,38971,Meghana Gulati,53,M,0
10942,2024,Xiti Naidu,63,F,0
10943,2024,Tanveer Balan,30,M,0
10944,12882,Sarthak Tata,65,M,0
10945,29080,Kritika Ganesan,15,M,0
10946,29080,Oeshi Dara,77,F,0
10947,9427,Kashish Jayaraman,51,T,0
10948,9427,Wyatt Lad,31,F,0
10949,6128,Kavya Chahal,40,T,0
10950,6128,Qasim Choudhary,19,F,0
10951,32105,Patrick Khanna,25,M,0
10952,6372,Harsh Shukla,70,F,0
10953,12314,Jeet Ganesh,31,F,0
10954,1063,Champak Mishra,10,F,0
10955,1063,Ayushman Ganesan,57,F,0
10956,33478,Kevin Murty,23,F,0
10957,33478,Gagan Barman,29,T,0
10958,13541,Gagan Choudhury,13,T,0
10959,15507,Nakul Nagarajan,42,M,0
10960,3306,Luke Mukherjee,33,T,0
10961,3306,Gautami Khalsa,20,F,0
10962,2249,Jyoti Chander,67,T,0
10963,2370,Siya Bhat,50,T,0
10964,10110,Lajita Thakur,57,T,0
10965,10110,Januja Badami,43,T,0
10966,9978,Saanvi Bhardwaj,48,F,0
10967,5725,Rayaan Patil,52,T,0
10968,5725,Yatin Dhingra,17,M,0
10969,20258,Mitesh Chopra,47,F,0
10970,20258,Hredhaan Atwal,28,F,0
10971,14528,Yashica Goswami,35,F,0
10972,28956,Bahadurjit Kuruvilla,76,T,0
10973,26877,Varenya Shroff,57,M,0
10974,26877,Eshana Bajaj,7,F,0
10975,5347,Zarna Palan,56,M,0
10976,564,Ekbal Mukhopadhyay,21,M,0
10977,27860,William Nath,73,F,0
10978,27860,Edhitha Lalla,49,M,0
10979,5343,Anay Sankaran,52,T,0
10980,5343,Raghav Cherian,65,M,0
10981,1299,Balendra Gara,32,T,0
10982,1299,Hitesh Oza,6,F,0
10983,1302,Fitan Chokshi,53,T,0
10984,1302,Avni Chana,59,F,0
10985,9371,William Sangha,13,M,0
10986,9964,Ekavir Devan,63,F,0
10987,31901,Vidhi Saraf,5,M,0
10988,31901,Baghyawati Varghese,41,F,0
10989,1300,Xavier Tailor,77,T,0
10990,17435,Ronith Kothari,27,F,0
10991,28183,Onkar Kalita,16,T,0
10992,29869,Gaurav Bhattacharyya,56,F,0
10993,34875,Saksham Parmar,12,T,0
10994,33558,Ayush Patla,31,T,0
10995,33558,Ranveer Sharaf,6,F,0
10996,3308,Harinakshi Aurora,45,M,0
10997,3308,Tanish Kashyap,32,T,0
10998,19509,Naksh Chahal,59,F,0
10999,19509,Akshay Khalsa,64,M,0
11000,1554,Om Virk,38,M,0
11001,1554,Chanchal Goswami,45,M,0
11002,553,Aarav Sachdev,16,F,0
11003,2509,Samar Banerjee,57,F,0
11004,2509,Zansi Mani,42,T,0
11005,17378,Vrishti Ganesan,39,M,0
11006,5726,Utkarsh Baral,78,F,0
11007,5486,Oviya Naik,25,F,0
11008,35670,Darika Vala,18,M,0
11009,35670,Arin Seshadri,58,F,0
11010,33606,Vrishti Pau,34,T,0
11011,33606,Azad Morar,43,F,0
11012,3768,Jeevika Sinha,25,T,0
11013,3768,Zansi Palla,63,M,0
11014,10945,Nirja Mane,77,T,0
11015,31791,Unni Rana,44,T,0
11016,31791,Pavani Sekhon,41,T,0
11017,24909,Christopher Bhat,26,T,0
11018,24768,Vanya Palla,31,F,0
11019,29769,Yashica Sharma,17,T,0
11020,12946,Vincent Sibal,7,M,0
11021,14703,Eshana Anand,79,M,0
11022,14703,Abha Mittal,78,T,0
11023,29542,Aarav Narain,41,M,0
11024,17034,Nitara Prashad,59,F,0
11025,25530,Kavya Sidhu,40,T,0
11026,33145,Waida Prabhu,64,M,0
11027,33145,Neha Dalal,67,F,0
11028,8150,Nachiket Lad,54,T,0
11029,8150,Ethan Comar,56,F,0
11030,2118,Andrew Raghavan,8,T,0
11031,2118,Hamsini Prashad,54,T,0
11032,7979,Nakul Modi,57,F,0
11033,27632,Amrita Savant,22,T,0
11034,27632,Lucky Karpe,15,M,0
11035,28872,Bakhshi Taneja,56,M,0
11036,15589,Damini Misra,25,T,0
11037,15589,Ijaya Shenoy,13,M,0
11038,26134,Umang Raja,35,M,0
11039,26134,Lila Mutti,68,T,0
11040,37298,Balveer Mani,15,F,0
11041,37298,David Rama,56,F,0
11042,19849,Daksh Bhatnagar,59,T,0
11043,19849,Yashodhara Mishra,50,T,0
11044,27142,Laban Sarma,28,F,0
11045,27142,Timothy Dutt,16,M,0
11046,30137,George Shan,42,M,0
11047,30137,Madhav Mangal,8,M,0
11048,7578,Parth Minhas,61,M,0
11049,7578,Lila Balakrishnan,25,M,0
11050,2565,Utkarsh Suri,11,M,0
11051,2565,Amara Wable,27,T,0
11052,28641,Imaran Mahal,12,M,0
11053,4716,Ekbal Pillai,20,T,0
11054,4716,Yutika Murty,67,F,0
11055,20560,Lila Dhar,70,T,0
11056,20560,Max Ahuja,75,F,0
11057,35675,Banjeet Misra,49,M,0
11058,35675,Isaac Karnik,43,T,0
11059,35081,Qasim Dixit,31,M,0
11060,4331,Aadhya Bala,22,T,0
11061,4331,Reyansh Sanghvi,9,F,0
11062,29102,Kiaan Kuruvilla,50,F,0
11063,21312,Veer Shah,17,F,0
11064,21312,Advik Shukla,34,T,0
11065,18181,Pranav Rama,32,F,0
11066,18181,Adya Oommen,78,T,0
11067,6333,Bina Sangha,11,F,0
11068,6333,Falguni Handa,14,F,0
11069,33448,Chanakya Mani,56,M,0
11070,2247,Forum Ben,11,F,0
11071,30160,Ati Zachariah,64,F,0
11072,11481,Rajeshri Vaidya,35,M,0
11073,11481,Janaki Pall,55,M,0
11074,29823,Yuvraj Dhawan,66,F,0
11075,29823,Aarav Krishnan,6,T,0
11076,35328,Keya Mishra,62,F,0
11077,39210,Gopal Kaul,77,T,0
11078,39210,Bhavini Bal,36,M,0
11079,17125,Yash Merchant,62,T,0
11080,25013,Krishna Chanda,40,T,0
11081,25013,Isaac Narain,30,T,0
11082,19002,Chakradhar Shukla,58,T,0
11083,1576,Laksh Dora,53,M,0
11084,1576,Mugdha Reddy,51,T,0
11085,4970,Chaitaly Ganesh,33,M,0
11086,4970,Caleb Bhalla,49,F,0
11087,2572,Fitan Natt,24,M,0
11088,28064,Isha Boase,5,M,0
11089,28064,Imaran Subramanian,66,F,0
11090,1304,Garima Lad,61,M,0
11091,1304,Rushil Trivedi,37,F,0
11092,2236,Bakhshi Chaudhry,77,F,0
11093,2236,Aradhana Saran,78,M,0
11094,3592,Yoshita Sastry,38,F,0
11095,3592,Tarak Kohli,5,F,0
11096,7810,Ekapad Chacko,34,T,0
11097,2563,Omisha Parikh,76,F,0
11098,4965,Om Arora,71,F,0
11099,28062,Zayan Goda,78,M,0
11100,28062,Joshua Muni,63,M,0
11101,37692,Bina Shankar,46,T,0
11102,37692,Fariq Munshi,20,M,0
11103,31027,Elijah Rau,68,T,0
11104,2560,Damini Guha,43,T,0
11105,2560,Matthew Ghosh,37,M,0
11106,11237,Vasatika Sidhu,32,T,0
11107,35227,Jason Wali,52,F,0
11108,33643,Oni Hari,11,T,0
11109,33643,Janya Menon,31,T,0
11110,32519,Urishilla Din,30,T,0
11111,9934,Chandresh Pandya,40,M,0
11112,10099,Ayushman Padmanabhan,42,F,0
11113,32639,Abha Bali,24,M,0
11114,32639,Irya Ravel,67,F,0
11115,21938,Neelima Kari,47,F,0
11116,1742,Advaith Patla,44,T,0
11117,25767,Bhavya Jani,23,F,0
11118,25767,Jagvi Gara,53,F,0
11119,29199,Brijesh Ravi,17,T,0
11120,9118,Raksha Venkataraman,55,F,0
11121,9118,Noah Nath,59,M,0
11122,27031,Atharv Modi,34,M,0
11123,27031,Ekbal Chopra,79,F,0
11124,2240,Yashasvi Seth,51,T,0
11125,2240,Jagvi Apte,78,F,0
11126,21086,Vrinda Ganesh,25,T,0
11127,1059,Chaman Thaman,48,F,0
11128,1059,Nidra Warrior,69,M,0
11129,5587,Mohini Krishnan,67,M,0
11130,20401,Ayushman Ramanathan,72,M,0
11131,20401,Pooja Uppal,61,M,0
11132,4971,Quincy Badal,27,M,0
11133,4971,Kiaan Peri,70,T,0
11134,34924,Balhaar Chada,66,T,0
11135,34466,Vincent Nori,21,F,0
11136,9145,Quincy Arora,19,T,0
11137,5279,Ishani Bajwa,57,M,0
11138,5279,Wahab Yogi,13,T,0
11139,5805,Unni Handa,65,M,0
11140,5805,Daksh Bora,12,F,0
11141,2231,Alka Kara,8,M,0
11142,20216,Gunbir Lanka,45,F,0
11143,27894,Bina Gopal,42,F,0
11144,9362,Watika Chaudhry,64,M,0
11145,18905,Nimrat Mand,9,T,0
11146,18905,Kamya Kibe,76,M,0
11147,1553,Shivansh Suresh,41,F,0
11148,2119,Harsh Modi,58,M,0
11149,11955,Bina Walla,7,F,0
11150,11955,Chakrika Gala,67,T,0
11151,25902,Pushti Sekhon,58,F,0
11152,25902,Guneet Kapoor,31,M,0
11153,20457,Chaman Lata,16,M,0
11154,5344,Qadim Soman,48,T,0
11155,667,Manbir Nagar,15,M,0
11156,667,Matthew Sibal,30,M,0
11157,57,Upkaar Kala,43,M,0
11158,57,Damyanti Halder,32,F,0
11159,13301,Onkar Basu,19,M,0
11160,12215,Rajeshri Saini,54,T,0
11161,17507,Hiral Balay,70,F,0
11162,3310,Zaitra Toor,25,T,0
11163,20191,Jalsa Murty,52,F,0
11164,20191,Rachana Doshi,76,M,0
11165,20760,Yatan Nanda,41,T,0
11166,20760,Yash Srinivasan,29,T,0
11167,840,Dipta Murthy,18,F,0
11168,840,Yagnesh Ramakrishnan,54,T,0
11169,4181,Oeshi Dhingra,71,M,0
11170,4181,Samaksh Mutti,73,M,0
11171,31021,Pavani Bhakta,23,M,0
11172,590,Upkaar Atwal,68,M,0
11173,590,Jhalak Kade,9,M,0
11174,5807,Daksha Babu,20,M,0
11175,3293,Rishi Mangat,54,F,0
11176,3293,Eiravati Contractor,79,T,0
11177,4976,Megha Ganesh,73,T,0
11178,5345,Shivansh Batta,30,F,0
11179,4368,Hemang Mohan,7,T,0
11180,4119,Darpan Lala,64,M,0
11181,4119,Daksha Mallick,48,M,0
11182,2512,Karan Dash,36,F,0
11183,24467,Patrick Zacharia,68,F,0
11184,5799,Joshua Cherian,34,M,0
11185,1454,Neha Goyal,78,F,0
11186,1454,Bhavani Kalla,42,M,0
11187,8508,Reva Om,10,M,0
11188,8508,Jonathan Oak,56,M,0
11189,39436,Sanya Iyer,38,T,0
11190,39436,Maanav Ramaswamy,43,T,0
11191,1305,Falguni Pau,13,F,0
11192,1305,Lakshmi Doctor,13,M,0
11193,34847,Ishaan Bedi,25,F,0
11194,30712,Watika Bal,52,F,0
11195,10215,Tarak Cherian,56,M,0
11196,36788,Janaki Sarraf,10,T,0
11197,36788,Ucchal Narayanan,39,M,0
11198,1455,Finn Choudhury,75,M,0
11199,31981,Yashasvi Pathak,36,M,0
11200,31981,Tanveer Raju,47,T,0
11201,22533,Vedant Vala,33,T,0
11202,22533,Rachita Kanda,10,F,0
11203,12069,Jasmit Thakur,59,T,0
11204,24948,Vasatika Ravel,72,M,0
11205,20525,Samuel Memon,66,T,0
11206,2508,Amaira Dar,72,T,0
11207,17450,Zaid Sangha,76,T,0
11208,6751,Zayan Dube,35,M,0
11209,26618,Bhavna Bumb,75,T,0
11210,35319,Frado Parmar,65,F,0
11211,3309,Ekansh Talwar,8,F,0
11212,3309,Bhavika Bora,37,M,0
11213,38642,Yashvi Contractor,60,T,0
11214,2566,Ayushman Varma,26,F,0
11215,22078,Nidra Dhaliwal,61,F,0
11216,22078,Ikbal Saraf,16,F,0
11217,11523,Lohit Patla,39,F,0
11218,14729,Nathaniel Uppal,14,F,0
11219,14729,Darsh Dani,61,T,0
11220,1734,Maya Bhatti,72,M,0
11221,36625,Gabriel Vasa,37,T,0
11222,36625,Kala Chanda,29,T,0
11223,55,Darsh Varghese,58,M,0
11224,55,Leena Oak,36,T,0
11225,1874,Samesh Handa,20,M,0
11226,1874,Panini Dyal,35,T,0
11227,16531,Akshay Bath,44,T,0
11228,14495,Jagdish More,36,T,0
11229,16593,Yatan Bawa,38,T,0
11230,36618,Tara Pall,73,T,0
11231,36618,Rudra Comar,65,T,0
11232,31772,Amol Kurian,70,F,0
11233,29934,Kala Barad,24,F,0
11234,2568,Gaurav Kant,20,M,0
11235,2568,Warinder Agrawal,32,T,0
11236,22094,Ekani Pal,49,T,0
11237,845,Bhavini Purohit,51,F,0
11238,38246,Urishilla Shetty,76,T,0
11239,38246,Daksha Contractor,16,F,0
11240,9129,Logan Bail,58,T,0
11241,9129,Forum Anne,5,M,0
11242,4132,Umang Bumb,53,T,0
11243,33230,Guneet Balakrishnan,65,M,0
11244,33230,Qabil Kurian,57,T,0
11245,8943,Lucky Modi,78,M,0
11246,8943,Ekantika Prabhu,51,F,0
11247,31073,Radhika Barad,15,F,0
11248,31073,Mitesh Panchal,73,F,0
11249,5800,Dhriti Sagar,63,T,0
11250,5800,Nikita Kata,16,M,0
11251,23073,Zaid Pingle,50,T,0
11252,33187,Gagan Peri,51,T,0
11253,2561,Kashvi Mander,69,T,0
11254,2561,Vamakshi Goswami,20,M,0
11255,18259,Azaan Raju,35,F,0
11256,10759,Chaaya Mishra,42,F,0
11257,38533,Abhimanyu Bail,31,M,0
11258,38533,Meera Kohli,17,M,0
11259,35667,Vincent Dasgupta,9,T,0
11260,35602,Praneel Kaur,58,T,0
11261,35602,Jonathan Chacko,44,T,0
11262,36050,Suhani Patil,35,M,0
11263,12864,Upadhriti Khatri,24,M,0
11264,12864,Meera Swamy,47,F,0
11265,23311,Laksh Kar,71,T,0
11266,3140,Advika Memon,30,F,0
11267,1537,Vedant Golla,68,F,0
11268,1537,Gayathri Khalsa,48,F,0
11269,34957,Zehaan Bahri,45,F,0
11270,34957,Brijesh Bir,77,T,0
11271,1212,Adweta Kapur,60,M,0
11272,1212,Avi Pandit,62,M,0
11273,842,Mitesh Baria,79,M,0
11274,842,Chameli Ganesh,43,M,0
11275,550,Oni Swaminathan,48,F,0
11276,19840,Megha Krish,24,M,0
11277,19840,Falguni Bahl,69,T,0
11278,9712,Vanya Balan,70,F,0
11279,9712,Sanaya Bava,45,M,0
11280,4968,Karan Kala,48,T,0
11281,10611,Indrajit Din,43,F,0
11282,4966,Vedika Shanker,70,T,0
11283,10809,Hamsini Chander,29,M,0
11284,7114,Jairaj Hegde,14,T,0
11285,7114,Bhavani Mand,65,M,0
11286,39282,Maya Khare,40,F,0
11287,5017,Udant Prabhu,50,M,0
11288,5017,Farhan Kadakia,33,T,0
11289,10890,Bakhshi Dugar,8,M,0
11290,9779,Kamya Krishna,34,M,0
11291,11870,Ekansh Chandran,56,F,0
11292,11870,Lakshmi Jhaveri,26,M,0
11293,2574,Mahika Kapadia,27,M,0
11294,2232,Chaitanya Badami,51,F,0
11295,15673,Urishilla Madan,14,M,0
11296,15673,Madhav Shenoy,24,M,0
11297,35404,Varsha Deo,20,F,0
11298,6575,Ansh Warrior,77,T,0
11299,22049,Tejas Toor,79,T,0
11300,222,Praneel Cherian,28,M,0
11301,15602,Ojasvi Issac,50,F,0
11302,36085,Rachita Pradhan,70,F,0
11303,30916,Sathvik Mitter,72,F,0
11304,30916,Aadi Bhat,54,T,0
11305,33201,Odika Goswami,72,F,0
11306,25442,Ekaja Srinivas,38,M,0
11307,1555,Aradhana Dasgupta,71,M,0
11308,1555,Gaurika Saran,75,M,0
11309,26904,Zehaan Kata,60,M,0
11310,26904,Maanav Batra,51,F,0
11311,23429,Chandresh Nayak,35,M,0
11312,16880,Nikita Ravi,19,M,0
11313,3136,Urvashi Ravi,73,M,0
11314,3136,Urmi Goswami,5,T,0
11315,10608,Sudiksha Biswas,42,T,0
11316,18529,Chasmum Kumar,25,T,0
11317,3213,Ucchal Nayar,53,M,0
11318,246,Yashvi Master,41,F,0
11319,246,Hiral Garg,70,T,0
11320,22967,Maanav Ganesh,42,F,0
11321,25979,Eta Ghose,72,M,0
11322,1297,Jasmit Comar,26,T,0
11323,1297,Neel Pau,70,M,0
11324,722,Bachittar Hari,61,T,0
11325,722,Nandini Cheema,55,T,0
11326,38846,Xalak Goda,67,M,0
11327,38846,Ganga Sarraf,61,M,0
11328,5723,Rachit Peri,34,F,0
11329,5723,Nicholas Bhat,11,F,0
11330,2798,Charles Chahal,68,M,0
11331,2798,Chavvi Korpal,44,T,0
11332,33428,Pushti Jhaveri,62,T,0
11333,23576,Kritika Modi,64,T,0
11334,4713,Zaitra Venkataraman,80,T,0
11335,4713,Simon Magar,21,F,0
11336,23799,Hemangini Lata,72,T,0
11337,2023,Meghana Sarna,57,T,0
11338,6147,Bachittar Chakraborty,14,T,0
11339,5397,Gaurika Walla,53,M,0
11340,29406,Hardik Bava,69,T,0
11341,26774,Veer Bala,44,F,0
11342,26774,Noah Oak,48,M,0
11343,10603,Nirja Rana,7,F,0
11344,10603,Gauri Nori,54,F,0
11345,14835,Noah Chowdhury,40,M,0
11346,14384,Anita Soni,31,F,0
11347,14733,Bakhshi Saraf,72,F,0
11348,31083,Yash Sekhon,58,F,0
11349,31466,Triya Wali,59,F,0
11350,23295,Vamakshi Goel,30,T,0
11351,5312,Chakradhar Krishnan,5,F,0
11352,5312,Owen Lalla,40,T,0
11353,33446,Anita Karan,35,M,0
11354,33446,Lopa Bandi,61,M,0
11355,34666,Yamini Vasa,33,M,0
11356,31103,Zehaan Rau,56,T,0
11357,31103,Pooja Roy,75,T,0
11358,9651,Meghana Bose,13,T,0
11359,9651,Liam Subramaniam,42,T,0
11360,21035,Aarush Nazareth,67,M,0
11361,27972,Harinakshi Malhotra,25,M,0
11362,27972,Gayathri Krishnamurthy,24,M,0
11363,1333,Amrita Narula,63,T,0
11364,1333,Oscar Sinha,25,F,0
11365,33631,Ekantika Dada,65,T,0
11366,18571,Krish Narasimhan,77,F,0
11367,18571,Ayaan Behl,18,F,0
11368,1318,Panini Hayre,48,T,0
11369,37227,Atharv Shroff,27,T,0
11370,37227,Suhani Patil,27,M,0
11371,23184,Ekaja Thaman,77,F,0
11372,38840,Rushil Tank,67,F,0
11373,38840,Geetika Mahal,24,M,0
11374,30870,Zaid Mishra,74,M,0
11375,30870,Kamya Bhagat,55,M,0
11376,39209,Charvi Chauhan,26,M,0
11377,24850,Jatin Walia,24,M,0
11378,18366,Krish Jhaveri,16,M,0
11379,18366,Gopal Golla,7,T,0
11380,36167,Harish Dhawan,15,M,0
11381,36167,Gauri Singh,15,M,0
11382,16094,Widisha Goyal,34,M,0
11383,24999,Wakeeta Vyas,59,F,0
11384,1675,Nandini Rout,68,T,0
11385,1675,Victor Kuruvilla,68,F,0
11386,35832,Jacob Khatri,69,T,0
11387,14107,Darsh Lad,19,F,0
11388,12908,Agastya Dara,20,M,0
11389,1594,Janya Majumdar,25,T,0
11390,1594,Zilmil Bail,49,T,0
11391,18937,Yashica Goswami,69,T,0
11392,18937,Mekhala Trivedi,28,T,0
11393,7333,Ridhi Mody,9,T,0
11394,7333,Yatin Zachariah,46,F,0
11395,30291,Advika Kala,8,T,0
11396,30291,Andrew Badal,64,F,0
11397,24083,Girindra Anand,39,F,0
11398,30521,Finn Sha,15,F,0
11399,30521,Anamika Narayanan,29,T,0
11400,1313,Nathan Mahajan,77,T,0
11401,1313,Sanya Gala,71,M,0
11402,15722,Nikita Baria,53,M,0
11403,1604,Janya Ghosh,10,T,0
11404,15199,Manthan Rana,25,T,0
11405,15199,Yamini Parekh,57,T,0
11406,4944,Wriddhish Hora,11,F,0
11407,9703,Jeremiah Sahni,13,F,0
11408,9703,Nitara Vasa,75,T,0
11409,34597,Hitesh Suri,39,F,0
11410,34597,Ijaya Badal,10,M,0
11411,29881,Shravya Nair,8,F,0
11412,19169,Liam Mohanty,68,T,0
11413,19169,Yatin Bandi,66,T,0
11414,2272,Advika Khanna,22,M,0
11415,2272,Ijaya Kurian,43,M,0
11416,612,Bhanumati Swamy,9,F,0
11417,24216,Henry Sunder,79,T,0
11418,36409,Turvi Sandhu,11,M,0
11419,36409,Qasim Kakar,66,T,0
11420,25196,Garima Seth,76,F,0
11421,25196,Ishita Mahajan,37,M,0
11422,1601,Tripti Batra,74,T,0
11423,1601,Teerth Sane,61,F,0
11424,438,Kabir Rau,59,M,0
11425,438,Priya Halder,51,T,0
11426,12555,Samar Chatterjee,48,T,0
11427,12555,Mohammed Suri,52,F,0
11428,35422,Aishani Mahal,42,T,0
11429,19651,Dayamai Bhardwaj,42,M,0
11430,17379,Saumya Chauhan,17,F,0
